Goal,Set,Subset,Alg,Learned?,Link
,OLL,cp solved,"Anti-Diag: R U2 R' U2 R' F R2 U R' U' F'
Anti-Diag: R' U' R' F R F' R U' R' U2 R
AUF Trick: f R U R' U' R U R' U' f'",TRUE,google.com
,OLL,cp solved,AUF Trick: R U R' U R U' B U' B' R',TRUE,google.com
,OLL,cp solved,"Anti-Diag: R' F U R U' R2 F' R2 U R' U' R
Anti-Diag: F U' R2 D R' U2 R D' R2 U F'
Anti-Diag: R' F R U R U' R2 F' R2 U' R' U R U R'",TRUE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,,FALSE,google.com
,OLL,cp solved,Anti-Diag: F R U' R' S U' R U R' f',TRUE,google.com
,OLL,cp solved,Anti-Diag: r2 D' r U r' D r2 U' r' U' r,TRUE,google.com
,OLL,cp solved,"Anti-diag: F R' F R2 U' R' U' R U R' F2
Anti-diag: S' R' U' R f R' U R U' F'
Anti-diag: F U R U2 R' U' R U2 R' U' F'",TRUE,google.com
,OLL,cp solved,Anti-diag: F U R2 D R' U' R D' R2' F',FALSE,google.com
,OLL,cp solved,Anti-diag: R' F R F' R' F R F' R U R' U' R U R',FALSE,google.com
,PLL,Aa,x R' U R' D2 R U' R' D2 R2 x',TRUE,google.com
,PLL,Ab,x R2' D2 R U R' D2 R U' R x',TRUE,google.com
,PLL,E,x' R U' R' D R U R' D' R U R' D R U' R' D' x,TRUE,google.com
,PLL,F,R' F R f' R' F R2 U R' U' R' F' R2 U R' S,TRUE,google.com
,PLL,Ga,R2 U R' U R' U' R U' R2 D U' R' U R D',TRUE,google.com
,PLL,Gb,R' U' R U D' R2 U R' U R U' R U' R2 D,TRUE,google.com
,PLL,Gc,R2 u' R U' R U R' u R2 f R' f',TRUE,google.com
,PLL,Gd,R U R' U' D R2 U' R U' R' U R' U R2 D',TRUE,google.com
,PLL,H,M2' U' M2' U2' M2' U' M2',TRUE,google.com
,PLL,Ja,x R2' F R F' R U2' r' U r U2' x',TRUE,google.com
,PLL,Jb,R U R' F' R U R' U' R' F R2 U' R',TRUE,google.com
,PLL,Na,R F U' R' U R U F' R2' F' R U R U' R' F,TRUE,google.com
,PLL,Nb,r' D' F r U' r' F' D r2 U r' U' r' F r F',TRUE,google.com
,PLL,Ra,R U' R' U' R U R D R' U' R D' R' U2 R',TRUE,google.com
,PLL,Rb,R2' F R U R U' R' F' R U2' R' U2 R,TRUE,google.com
,PLL,T,R U R' U' R' F R2 U' R' U' R U R' F',TRUE,google.com
,PLL,Ua,R2 U' S' U2 S U' R2,TRUE,google.com
,PLL,Ub,R2 U' S R2 S' R2 U R2,TRUE,google.com
,PLL,V,R' U R' d' R' F' R2 U' R' U R' F R F,TRUE,google.com
,PLL,Y,F R' F R2 U' R' U' R U R' F' R U R' U' F',TRUE,google.com
,PLL,Z,M2' U' M2' U' M U2' M2' U2' M,TRUE,google.com
,PLL,Aa,"x' R2 D2 R' U' R D2 R' U R' x
l' U R' D2 R U' R' D2 R2",TRUE,google.com
,PLL,Ab,"x' R U' R D2 R' U R D2 R2'
R' D' R U R' D R U R' D' R U2 R' D R",TRUE,google.com
,PLL,,,,google.com
,PLL,F,R' U R U' R2' F' U' F U R F R' F' R2,TRUE,google.com
,PLL,,,,google.com
,PLL,Gb,R' d' F R2 u R' U R U' R u' R2',TRUE,google.com
,PLL,Gc,L2' U' L U' L U L2' U D' L U' L' D',TRUE,google.com
,PLL,Gd,,TRUE,google.com
,PLL,H,"M2 U2 M2 U M2 U2 M2
M2 U2 M2 U' M2 U2 M2",TRUE,google.com
,PLL,Ja,"L' U' L F L' U' L U L F' L2 U L
L' U' L2 F L' U' L' U L F' L' U L
R' F r' F2 R F' R' F2 R r",TRUE,google.com
,PLL,Jb,R U R2 F' R U R U' R' F R U' R',TRUE,google.com
,,,,,google.com
,,,,,google.com
,,,,,google.com
,PLL,Rb,R' U2 R' D' R U' R' D R U R U' R' U' R,TRUE,google.com
,PLL,T,"R U R' U' R' F R2 U' R' U F' L' U L
L' U' L U L F' L2 U L U L' U' L F",TRUE,google.com
,PLL,Ua,"M2' U M' U2' M U M2'
M2' U M U2' M' U M2'",TRUE,google.com
,PLL,Ub,"M2' U' M' U2' M U' M2'
R' U R' U' R' U' R' U R U R2",TRUE,google.com
,PLL,V,R' U' F' S U F2 U' B' R2 U' R' D R' U z,TRUE,google.com
,,,,,google.com
,PLL,Z,"M2' U2' M U' M2' U' M2' U' M
M2 u M2 u’ S M2 S’",TRUE,google.com
,OLLCP,Dot EO,"S' R U R' S U' M' U R U' r' 
S R' U' R U R U R U' R' S'",,google.com
,OLLCP,Dot EO,R U R' U' R' F R F' R U2 R2' F R F' R U2 R',TRUE,google.com
,OLLCP,Dot EO,F R' F' R U R U' R' f R f' U' r' U' R U M',TRUE,google.com
,OLLCP,L EO,"S' R U R' S R U' R'
(U') r' U' R U M' U' R' U R",TRUE,google.com
,OLLCP,Line,"R U R' U' M' U R U' r'
(U) S R' F R S' R' F' R ",TRUE,google.com
,OLLCP,EO Solved,"R U2 R2 U' R2 U' R2 U2 R
R' U2 R2 U R2 U R2 U2 R'",,google.com
,OLLCP,EO Solved,r U' r' U' r U r' F R' F' R2 U' R',,google.com
,OLLCP,Dot EO,(U') R U' R2 D' r U r' D R2 U R',,google.com
,OLLCP,Dot EO,(U2) f U R U' R' S' U R U' R' F',,google.com
,OLLCP,Dot EO,(U2) F R' F' R U2 F R' F' R2 U2 R',,google.com
,OLLCP,UD Line EO,(U2) R U R' U R U' B U' B' R',,google.com
,OLLCP,UD Line EO,(U) F U R U' R2' F' R U2 R U2 R',FALSE,google.com
,OLLCP,UD Line EO,(U) F' U' L' U L2 F L' U2 L' U2 L,FALSE,google.com
,OLLCP,LR Line EO,(U2) F U R U' R' U R U' R' F' ,,google.com
,OLLCP,LR Line EO,(U') R' U' R' F R F' R U' R' U2 R ,TRUE,google.com
,OLLCP,LR Line EO,(U2) L' U2 L U2 L F' L2 U' L U F,TRUE,google.com
,OLLCP,LR Line EO,R U2 R' U2 R' F R2 U R' U' F',TRUE,google.com
,OLLCP,UL L EO,F R U R' U' R U R' U' F',,google.com
,OLLCP,UL L EO,R U2 R' U' R U R' U2 R' F R F',FALSE,google.com
,OLLCP,UL L EO,F R' F' U2 R U R' U R2 U2 R',FALSE,google.com
,OLLCP,UL L EO,F' r' F r F R U R' U' R U' R',FALSE,google.com
,OLLCP,UL L EO,(U) F R' F' r U2 R U' R' U R U2 r',FALSE,google.com
,OLLCP,DL L EO,(U2) F R U' R' F' L' U' L U L' U L,FALSE,google.com
,OLLCP,DL L EO,(U) F R' F' R U2 R U' R' U R U2 R',FALSE,google.com
,OLLCP,DL L EO,"(U2) F' L' U' L U L' U' L U F
f U R U' R' U R U' R' f'
B' R' U' R U R' U' R U B",FALSE,google.com
,OLLCP,DL L EO,(U) F' L F l' U2 L' U L U' L' U2 l,,google.com
,OLLCP,DL L EO,(U) F R' F' R U2 R U r' F R' F' r,FALSE,google.com
,OLLCP,UR L EO,r U' r2 U r2 U r2 U' r,TRUE,google.com
,OLLCP,DR L EO,r' U r2 U' r2 U' r2 U r',TRUE,google.com
,OLLCP,DR L EO,R U R2' F R F' U F R' F' R,FALSE,google.com
,OLLCP,DR L EO,(U') F R U' R' U' R U R' U R U' R' F',FALSE,google.com
,OLLCP,EO Solved,R U R' U R U2 R',FALSE,google.com
,OLLCP,EO Solved,R U' L' U R' U' L,FALSE,google.com
,OLLCP,EO Solved,L' U' L U' L' U2 L,FALSE,google.com
,OLLCP,EO Solved,L' U R U' L U R',FALSE,google.com
,OLLCP,Dot EO,(U) R' F2 R2 U2 R' F R U2 R2 F2 R,TRUE,google.com
,OLLCP,Dot EO,M R U R' U r U2 r' U M',FALSE,google.com
,OLLCP,Dot EO,(U') R' F2 R2 U2 R' F' R U2 R2 F2 R,FALSE,google.com
,OLLCP,Dot EO,M U' r U2 r' U' R U' R' M',FALSE,google.com
,OLLCP,LR Line EO,F U R U' R2 F' R U R U' R',TRUE,google.com
,OLLCP,LR Line EO,r U' r' U' r U r' F' U F,FALSE,google.com
,OLLCP,LR Line EO,(U) R B R' U2 R U R' U R U2 B' R',FALSE,google.com
,OLLCP,LR Line EO,F L' U2 L U2 L F2 L2 U' L U F,FALSE,google.com
,OLLCP,LR Line EO,F U R U2 R' U' R U R' F',FALSE,google.com
,OLLCP,LR Line EO,R U R' U' R' F R F' R U R' U R U2 R',TRUE,google.com
,OLLCP,LR Line EO,F' U' r' F r2 U r' U' r' F r ,FALSE,google.com
,OLLCP,LR Line EO,R' F R U R' F' R F U' F',FALSE,google.com
,OLLCP,LR Line EO,(U) R' F' R U2 R' U' R U' R' U2 F R,FALSE,google.com
,OLLCP,LR Line EO,F' R U2 R' U2 R' F2 R2 U R' U' F',FALSE,google.com
,OLLCP,LR Line EO,F' U' r' F2 r U r' F' r F,FALSE,google.com
,OLLCP,LR Line EO,R U R' U' R' F R F' R U R' U R U2 R',FALSE,google.com
,OLLCP,UD Line EO,(U) R' F' R r' F' r U R' F R,TRUE,google.com
,OLLCP,UD Line EO,(U2) R' U2 R U R' F U R U' R' F' R,FALSE,google.com
,OLLCP,UD Line EO,S' L F' L' f l' U' L U M,FALSE,google.com
,OLLCP,UD Line EO,(U') r U M U R' U' r U' r',FALSE,google.com
,OLLCP,UD Line EO,(U) R' F R U R' U' F' R U' R' U2 R,FALSE,google.com
,OLLCP,UD Line EO,S R' F R f' r U R' U' M,FALSE,google.com
,OLLCP,DL Sune DR Antisune,(U') r' U2 R U R' U r,,google.com
,OLLCP,DL Sune DR Antisune,(U) F' L' U L U' L' U2 L U F,FALSE,google.com
,OLLCP,DL Sune DR Antisune,(U') r U2 R' U' R U' r',FALSE,google.com
,OLLCP,DL Sune DR Antisune,(U') F R U' R' U R U2 R' U' F',FALSE,google.com
,OLLCP,UL Sune UR Antisune,r U R' U R U2 r' ,,google.com
,OLLCP,UL Sune UR Antisune,(U2) L' U2 L F' L F L' U L' U L,FALSE,google.com
,OLLCP,UL Sune UR Antisune,F R' F' R U2 R U2 R',FALSE,google.com
,OLLCP,UL Sune UR Antisune,L' U2 L U2 L F' L' F,FALSE,google.com
,OLLCP,UL Sune UR Antisune,R' F' r U' r' F2 R,,google.com
,OLLCP,UL Sune UR Antisune,(U2) R U2 R' F R' F' R U' R U' R',FALSE,google.com
,OLLCP,UL Sune UR Antisune,F' L F L' U2 L' U2 L,FALSE,google.com
,OLLCP,UL Sune UR Antisune,R U2 R' U2 R' F R F',FALSE,google.com
,OLLCP,UR Sune UL Antisune,(U2) R U R' U R' F R F' R U2 R',,google.com
,OLLCP,UR Sune UL Antisune,(U') R' U2' R U S' R' U R S,FALSE,google.com
,OLLCP,UR Sune UL Antisune,L' U' L U L F' L2 U' L U F,FALSE,google.com
,OLLCP,UR Sune UL Antisune,(U) F' U' F r U' r' U r U r',FALSE,google.com
,OLLCP,UR Sune UL Antisune,(U) R' U' R U' R' U R' F R F' U R,FALSE,google.com
,OLLCP,UR Sune UL Antisune,(U') R U2 R' U' S' R U' R' S ,FALSE,google.com
,OLLCP,UR Sune UL Antisune,R U R' U' R' F R2 U R' U' F',FALSE,google.com
,OLLCP,UR Sune UL Antisune,(U') F U F' R' F R U' R' F' R,FALSE,google.com
,OLLCP,DR Sune DL Antisune,S R U R' U R U2 R' U2 S',,google.com
,OLLCP,DR Sune DL Antisune,(U2) r U R' U R' F R F' R U2 r',FALSE,google.com
,OLLCP,DR Sune DL Antisune,S' L' U' L U' L' U2 L U2 S,TRUE,google.com
,OLLCP,DR Sune DL Antisune,(U2) l' U' L U' L F' L' F L' U2 l,FALSE,google.com
,OLLCP,EO Solved,(U) F' r U R' U' r' F R ,,google.com
,OLLCP,EO Solved,(U') R' U2 R' D' R U2 R' D R2,,google.com
,OLLCP,EO Solved,r U2 R2' F R F' R U2 r',,google.com
,OLLCP,EO Solved,F R' F' r U R U' r',,google.com
,OLLCP,EO Solved,R U2 R D R' U2 R D' R2,,google.com
,OLLCP,EO Solved,(U2) R U R' U R U' R' U R U' R' U R U2 R',,google.com
,OLLCP,Dot EO,(U) F' r U r' U' S r' F r S',FALSE,google.com
,OLLCP,Dot EO,"(U') L' U' L U' L F' L' F U2 L F' L' F
(U) R' F R F' U2 F' U r' F r F",FALSE,google.com
,OLLCP,Dot EO,F R' F' R U S' R U' R' S,,google.com
,OLLCP,Dot EO,(U2) R U R' U R' F R F' U2 R' F R F',FALSE,google.com
,OLLCP,LR Line EO,f R' F' R U R U' R' S',,google.com
,OLLCP,LR Line EO,(U2) R' F R U R' U' F' U R,,google.com
,OLLCP,UD Line EO,(U') f' r U r' U' r' F r S,,google.com
,OLLCP,UD Line EO,y r U2 R2 D' R U' R' D R2 U' r',TRUE,google.com
,OLLCP,UL L EO,F R' F' R U R U' R',TRUE,google.com
,OLLCP,UL L EO,(U') R U2 R' F R' F' R2 U2 R',TRUE,google.com
,OLLCP,UL L EO,F R U' R' U' R U R' F',TRUE,google.com
,OLLCP,DR L EO,R U2 R2 F R F' R U2 R',TRUE,google.com
,OLLCP,UR L EO,(U') R U R' U R U' R' U' R' F R F',,google.com
,OLLCP,UR L EO,(U) R U R' U F' U F U2 R U' R',TRUE,google.com
,OLLCP,UR L EO,F R U' R' S U' R U R' f',TRUE,google.com
,OLLCP,DL L EO,(U2) L' U' L U' L' U L U L F' L' F,,google.com
,OLLCP,DL L EO,R U R' U2 F' U' F U' R U' R',TRUE,google.com
,OLLCP,DL L EO,R U R' U' F' U2 F U R U R',FALSE,google.com
,OLLCP,DL L EO,(U2) F' L' U L S' U L' U' L f,FALSE,google.com
,OLLCP,EO Solved,(U2) R2 D R' U2 R D' R' U2 R',,google.com
,OLLCP,EO Solved,F R U' R' U R U R' U R U' R' F',,google.com
,OLLCP,EO Solved,R2 D' R U2 R' D R U2 R,,google.com
,OLLCP,EO Solved,R' U' R U' R' U2 R2 U R' U R U2 R',,google.com
,OLLCP,Dot EO,(U) r' U' R U M' U' R2' F R F' U R,TRUE,google.com
,OLLCP,Dot EO,(U2) F R' F' R U2 F R' F' R U' R U' R',FALSE,google.com
,OLLCP,Dot EO,R U2 R' F' U2 F R U' R2 F R F',FALSE,google.com
,OLLCP,Dot EO,r' U' R U' R' U2 r2 U R' U R U2 r',FALSE,google.com
,OLLCP,Dot EO,(U2) F' L F L' U2 F' L F L' U L' U L,FALSE,google.com
,OLLCP,Dot EO,(U2) R' F2 r U r2 F2 r U' r' F2 r F R,FALSE,google.com
,OLLCP,LR Line EO,(U) R' U' R' F R F' U R ,TRUE,google.com
,OLLCP,LR Line EO,(U2) F R U R' U' R' U R U' F' U R' U' R,FALSE,google.com
,OLLCP,UD Line EO,(U') F R U R' U' F' ,TRUE,google.com
,OLLCP,UD Line EO,(U') F R2 D R' U R D' R2 U' F',FALSE,google.com
,OLLCP,DL L EO,(U) F U R U' R' F' ,,google.com
,OLLCP,DR L EO,(U') F' U' L' U L F,,google.com
,OLLCP,UL L EO,M' R' F' U' F U R U' M,TRUE,google.com
,OLLCP,UL L EO,F U R2 D R' U' R D' R2 F',FALSE,google.com
,OLLCP,UL L EO,(U') R' F R F' R' F R F' R U R' U' R U R',FALSE,google.com
,OLLCP,UR L EO,(U') S' F R U R' U' F' U S,TRUE,google.com
,OLLCP,UR L EO,"(U') R' U' F2 u' R U R' D R2 B
(U') R' U' F2 u' R U R' u F2 R",TRUE,google.com
,OLLCP,EO Solved,"(U') R' U' F2 u' R U R' D R2 B
(U') R' U' F2 u' R U R' u F2 R",TRUE,google.com
,OLLCP,EO Solved,"(U') R' U' F2 u' R U R' D R2 B
(U') R' U' F2 u' R U R' u F2 R",TRUE,google.com
,OLLCP,EO Solved,"(U') R' U' F2 u' R U R' D R2 B
(U') R' U' F2 u' R U R' u F2 R",TRUE,google.com
,OLLCP,Dot EO,,,google.com
,OLLCP,Dot EO,r U R' U' r' F R F',,google.com
,OLLCP,LR Line EO,(U') R U' R' U2 L R U' R' U L',,google.com
,OLLCP,LR Line EO,(U2) R' F' r U R U' r' F,,google.com
,OLLCP,UD Line EO,S' R U R' S U' R' F R F',FALSE,google.com
,OLLCP,UD Line EO,(U2) S r' F' r S' U r U' r' F,FALSE,google.com
,OLLCP,UD Line EO,R U R' U' R' F R F',TRUE,google.com
,OLLCP,DR L EO,(U2) L' U' L U L F' L' F,TRUE,google.com
,OLLCP,DR L EO,f R f' U' r' U' R U M',,google.com
,OLLCP,UR L EO,(U) R U R' S R' F R f' U R U R',FALSE,google.com
,OLLCP,UR L EO,"F' U' F U r U R' U' M
(U') R' U' R U F R f' U' S",FALSE,google.com
,OLLCP,UL L EO,S R U R' U' R' F R f',TRUE,google.com
,OLLCP,UL L EO,"f R U' R' U S' R U R' F'
(U) R D r' U r D' R' f R' f'
(U') F' L F L' U' L' U' L U L' U L
(U) R U2 R' F' L' U L F R U2 R'",TRUE,google.com
,OLLCP,UL L EO,"(U2) S' r' F' r U r U' r' f
R' U' F U R U' R' F' R ",TRUE,google.com
,OLLCP,UL L EO,(U') F R' F' R U R U R' U' R U' R',TRUE,google.com
,OLLCP,UL L EO,"S' R U R' U' R' F R F' U S
(U') M U R U R' U' R' F R F' M'
r U R' U' M2' R' F R F' M'",TRUE,google.com
,OLLCP,DL L EO,"(U2) r D r' U r D' r2 U r U' r' U' r
R F R' U R F' R2' F R U' R' F' R",TRUE,google.com
,OLLCP,DL L EO,R U R' U' R U' R' F' U' F R U R',FALSE,google.com
,OLLCP,DL L EO,,FALSE,google.com
,OLLCP,DL L EO,(U) F' L F' L2 U L U L' U' L F2,FALSE,google.com
,OLLCP,DL L EO,(U) r' D' r U' r' D r2 U' r' U r U r',TRUE,google.com
,OLLCP,EO Solved,(U) l' U' L U M2 L F' L' F M',TRUE,google.com
,OLLCP,EO Solved,F R' F R2 U' R' U' R U R' F2,TRUE,google.com
,OLLCP,EO Solved,(U') S' R' U' R f R' U R U' F',TRUE,google.com
,OLLCP,Dot EO,F U R U2' R' U' R U2' R' U' F',TRUE,google.com
,OLLCP,Dot EO,"(U) R U R' U R U' R' U R U2 R' 
R' U2' R U R' U' R U R' U R",,google.com
,OLLCP,LR Line EO,F U R U' R' U R U' R' U R U' R' F',,google.com
,OLLCP,LR Line EO,(U) R U R' U R U L' U R' U' L,,google.com
,OLLCP,LR Line EO,"(U') R U2 R2 F R F' U2 R' F R F'
(U') R U B' R B R2 U' R' F R F'",TRUE,google.com
,OLLCP,LR Line EO,R U' R2 D' r U' r' D R2 U R',TRUE,google.com
,OLLCP,UD Line EO,R' F U R U' R2' F' R2 U R' U' R,,google.com
,OLLCP,UD Line EO,(U) R U2 R2 U' R U' R' U2 F R F',TRUE,google.com
,OLLCP,DL L EO,R' F R U R U' R2 F' R2 U' R' U R U R',TRUE,google.com
,OLLCP,DL L EO,F U' R2 D R' U2 R D' R2 U F',TRUE,google.com
,OLLCP,DL L EO,(U) r U r' U R U' R' M' U R U2 r',TRUE,google.com
,OLLCP,DR L EO,R' F R F' U' F R' F' R S' R U' R' S,FALSE,google.com
,OLLCP,DR L EO,r' U2 R U R' U' R U R' U r,FALSE,google.com
LS,BLE,H,(U) F R U R' U' R U' R' U R U R' F',TRUE,google.com
LS,BLE,,(U2) R' F R F' U' F R' F' R2 U' R',TRUE,google.com
LS,BLE,H,(U') r U R' U R U' R' U R U2 r',TRUE,google.com
LS,BLE,H,(U2) r U' r' F U2' r2' F r U' r,FALSE,google.com
LS,BLE,L,U (R U' R' U) y' (R' U R U R' U2' R),TRUE,google.com
LS,BLE,L,(R' F' R U) (R U' R' F) -> OLL,FALSE,google.com
LS,BLE,L,U2 (R U2' R' U') y' (R' U2 R U' R' U' R),TRUE,google.com
LS,BLE,L,U' (F' R U R') (U' R' F R),TRUE,google.com
LS,BLE,T,(R' F' R U) (R U' R' F),TRUE,google.com
LS,BLE,T,U' (F' R U R' U' R' F R) F' r U R' U' r' F R,FALSE,google.com
LS,BLE,T,U' (F' R U R') (U' R' F R) -> OLL,FALSE,google.com
LS,BLE,T,U' (F' R U R') (U' R' F R) -> OLL,FALSE,google.com
LS,BLE,U,U' (F' R U R') (U' R' F R) -> OLL,FALSE,google.com
LS,BLE,U,U' (F' R U R') (U' R' F R) -> OLL,FALSE,google.com
LS,BLE,U,U' (R' D' R U') (R' D R U) (R U R'),TRUE,google.com
LS,BLE,U,U (R U' R') (U' R' D' R) (U R' D R),TRUE,google.com
LS,BLE,,,,google.com
LS,BLE,S,(R U R' U2') (R U R' U2' R U' R'),TRUE,google.com
LS,BLE,S,U' (R U' R' U R U R') U (R U2' R' U R U R'),TRUE,google.com
LS,BLE,S,-,FALSE,google.com
LS,BLE,S,U (R U' R' U) (R U R' U2' R U R'),TRUE,google.com
LS,BLE,A/S,U' (F' R U R2') U' R' F R U R,TRUE,google.com
LS,BLE,A/S,U' (F' R U R') (U' R' F R) -> OLL,FALSE,google.com
LS,BLE,A/S,U' (R U' R' U2) (R U' R' U' R U R'),TRUE,google.com
LS,BLE,A/S,U' (R U R' U2') (R U' R' U2 R U' R'),TRUE,google.com
LS,BLE,,,,google.com
LS,BLE,Pi,(R U R' U2') (R U R' U') (R U2 R'),TRUE,google.com
LS,BLE,Pi,U2 (R U2' R' U) (R U' R' U2 R U' R',TRUE,google.com
LS,BLE,Pi,U2' (R U R' U2') (R U2' R' U2 R U' R'),TRUE,google.com
LS,BLE,Pi,(R U2' R' U) (R U2 R' U') (R U2 R'),TRUE,google.com
LS,WV,L,U L' U2 R U R' U2 L,TRUE,google.com
,,,,,google.com
LS,WV,Skip,U R U' R',TRUE,google.com
LS,WV,L,R' F R U R U' R' F',TRUE,google.com
LS,WV,T,U R2 D R' U' R D' R2,TRUE,google.com
LS,WV,Sune,U R U' R' U R' U' R U' R' U2 R,TRUE,google.com
LS,WV,U,R U' R' U2 R U' R' U2 R U R',FALSE,google.com
LS,WV,Antisune,U R U R' U' R U' R',TRUE,google.com
LS,WV,,,,google.com
LS,WV,H,U2 R U' R' U R U2 R',TRUE,google.com
LS,WV,T,U2 F' R U2 R' U2 R' F R,FALSE,google.com
LS,WV,Pi,R' F R2 U R' U' R U R' U' F',TRUE,google.com
LS,WV,Antisune,U2 R' U' R2 U' R2 U2 R,TRUE,google.com
LS,WV,T,U R U2 L U L' R' U2 L U L',FALSE,google.com
LS,WV,U,U2 R U2 R2 U' R U' R' U2 R,FALSE,google.com
LS,WV,Sune,U2 R2 D R' U2 R D' R2,FALSE,google.com
LS,WV,T,L' U R U' R' L,FALSE,google.com
LS,WV,U,U2 L' R U R' U' L R U2 R',FALSE,google.com
LS,WV,Sune,U2 R U2 R',TRUE,google.com
LS,WV,T,R' F' R U2 R U2 R' F,FALSE,google.com
LS,WV,U,R' F2 R2 U' R' U' R U R' F2,FALSE,google.com
,,,,,google.com
LS,WV,U,U R U' R' U' R U R' U R U2 R',FALSE,google.com
LS,WV,T,U2 R U' R D R' U' R D' R2,FALSE,google.com
LS,WV,L,U R U R D R' U2 R D' R2,FALSE,google.com
LS,WV,U,R2 U R' U R' U' R U R U2 R2,FALSE,google.com
LS,WV,L,U2 R U' R' U R U' R' U R U2 R',FALSE,google.com
LS,WV,Pi,U2 R U2 R2 U2 R U R' U R,FALSE,google.com
LS,WV,L,U R U' R2 U' R U' R' U2 R,FALSE,google.com
LS,WV,L,U R U R' U' R U R' U' R U' R',FALSE,google.com
,,,,,google.com
LS,WVCP,L,R U' R' U2 F' R F R2 D' R U2 R' D R2 F' R' F,TRUE,google.com
LS,WVCP,Skip,U' L' U2 R U2 R' U2 L,TRUE,google.com
LS,WVCP,L,L' U2 R U R' U2 L,TRUE,google.com
LS,WVCP,T,U' R' U D R2 D' R' D R2 U' R D',TRUE,google.com
LS,WVCP,Sune,U2 L' U2 R U' R' U2 L,TRUE,google.com
LS,WVCP,U,R U R' U' R2 D R' U' R D' R2,TRUE,google.com
LS,MW,S,"(U) F' U' F U R U2 R'
R' F R d R' U R U2' R'",TRUE,google.com
LS,MW,L,(U) R U' R' F R U R' U' F',FALSE,google.com
LS,MW,U,(U) R U' R' U' R' U' R' F R F' U R,FALSE,google.com
LS,MW,U,F2 L F L' F U' R U R',TRUE,google.com
LS,MW,T,"x' R' D R2 U' R' D' R U R' x
R' F R2 U R' U' R' F' R U R U' R'",FALSE,google.com
LS,MW,T,"L R' F R F' U L' U L U2 L'
y' U R' U2 R r' U r U' r' U' r",FALSE,google.com
LS,MW,L,M' U R U' r',TRUE,google.com
LS,MW,A/S,R' F R F' R' U' R U' R' U2 R,FALSE,google.com
LS,MW,Solved,R' F R F',TRUE,google.com
,,,,,google.com
LS,MW,U,"(U) y' R' F' L' U' L F R
R' U2 r U R U' r' R' U2 R",FALSE,google.com
LS,MW,U,R' U2 r U R U' r' R' U2 R,FALSE,google.com
LS,MW,T,"y U M U' R' F' R U M'
(U2) R' F2 L F L' F2 R F'",TRUE,google.com
LS,MW,U,(y' U) R' F' U2 F U R,TRUE,google.com
LS,MW,S,(U2) L R' F' L' F2 R F R' F2 R,FALSE,google.com
LS,MW,L,"(U2) y' R2 F R F' R
U2 F2 r U r' F",TRUE,google.com
LS,MW,S/A,(U) R U' R' U R' U' F' U F R,FALSE,google.com
LS,MW,T,(U) F' U F R U' R',TRUE,google.com
LS,MW,Solved,"U R B U' B' R'
(y U) F R U' R' F'",TRUE,google.com
LS,MW,,,,google.com
LS,MW,S,B' R' F R F' B,TRUE,google.com